#t	CM_X	CM_Y	0_X	0_Y	0_P	1_X	1_Y	1_P	2_X	2_Y	2_P	3_X	3_Y	3_P	4_X	4_Y	4_P	5_X	5_Y	5_P	6_X	6_Y	6_P	7_X	7_Y	7_P	8_X	8_Y	8_P	9_X	9_Y	9_P	10_X	10_Y	10_P	11_X	11_Y	11_P	12_X	12_Y	12_P	13_X	13_Y	13_P	z_plane
26.12	4271.39	880.53	4108.78	866.70	0.81	4156.51	853.22	0.78	4133.22	840.57	0.79	4053.33	842.91	0.79	3987.18	838.59	0.74	4135.07	841.33	0.80	4055.26	839.48	0.74	3984.70	837.90	0.73	4315.95	894.09	0.82	4437.50	912.56	0.82	4565.77	903.82	0.81	4315.56	894.73	0.81	4436.56	912.74	0.80	4565.97	904.19	0.78	0.00
26.14	4261.39	879.58	4101.16	863.67	0.80	4147.57	849.30	0.78	4122.98	835.54	0.78	4046.60	842.13	0.77	3980.84	839.83	0.75	4125.28	835.68	0.78	4047.88	838.40	0.73	3977.55	840.24	0.72	4305.10	896.52	0.81	4426.31	914.59	0.82	4553.28	889.50	0.79	4304.78	896.98	0.79	4425.19	914.82	0.78	4553.18	890.00	0.78	0.00
26.16	4250.80	879.88	4093.13	861.28	0.81	4141.19	846.30	0.78	4115.76	831.88	0.76	4041.29	840.40	0.76	3973.82	841.48	0.74	4117.48	831.64	0.78	4040.15	837.46	0.72	3972.78	841.22	0.73	4291.66	899.31	0.82	4414.59	920.18	0.80	4534.91	878.02	0.76	4291.13	899.80	0.80	4413.56	920.69	0.79	4534.92	878.44	0.77	0.00
26.18	4243.51	878.95	4084.80	858.86	0.84	4132.77	840.38	0.79	4112.23	828.37	0.79	4034.05	838.12	0.80	3967.81	841.09	0.75	4113.32	828.46	0.80	4032.67	836.86	0.75	3966.87	843.20	0.71	4288.28	899.71	0.85	4404.43	926.89	0.84	4518.66	870.31	0.78	4287.76	900.47	0.84	4402.99	927.13	0.80	4515.51	870.53	0.79	0.00
26.20	4233.00	877.00	4078.51	856.60	0.84	4123.27	834.56	0.77	4104.25	824.68	0.81	4025.91	836.81	0.80	3961.70	841.06	0.75	4106.33	824.67	0.82	4026.76	835.20	0.74	3959.55	846.03	0.72	4276.05	894.49	0.86	4395.79	936.76	0.84	4495.66	867.98	0.80	4275.51	895.47	0.85	4394.71	937.51	0.79	4494.65	868.66	0.79	0.00
26.22	4224.67	876.38	4069.82	854.15	0.84	4117.98	831.72	0.76	4099.15	823.00	0.81	4019.83	836.68	0.78	3953.46	840.84	0.77	4099.47	821.81	0.82	4019.56	835.23	0.74	3954.20	844.76	0.73	4269.18	889.21	0.86	4382.80	946.74	0.83	4474.87	875.66	0.77	4268.76	890.02	0.85	4381.65	948.48	0.77	4474.02	875.97	0.72	0.00
26.24	4217.39	876.07	4064.01	854.28	0.86	4108.56	828.42	0.78	4095.72	822.62	0.83	4013.33	835.32	0.79	3945.91	837.35	0.77	4095.96	823.25	0.83	4012.48	834.25	0.75	3945.71	843.87	0.75	4264.39	886.19	0.85	4374.23	954.55	0.82	4464.58	882.39	0.76	4263.66	886.88	0.84	4373.13	955.64	0.77	4461.28	884.42	0.74	0.00
26.26	4208.28	877.27	4053.95	855.37	0.89	4100.05	828.51	0.78	4086.24	821.18	0.84	4002.80	831.48	0.81	3933.71	835.39	0.78	4086.61	821.18	0.84	4002.18	835.42	0.77	3933.19	842.87	0.75	4256.64	883.38	0.83	4362.28	962.03	0.80	4455.88	900.64	0.75	4255.82	884.12	0.82	4360.22	962.97	0.78	4457.84	900.49	0.75	0.00
26.28	4200.19	878.00	4043.37	854.75	0.88	4094.67	832.20	0.77	4074.09	822.85	0.82	3993.49	831.50	0.80	3922.09	834.73	0.75	4075.30	822.75	0.83	3992.26	830.97	0.75	3921.88	836.37	0.71	4248.69	879.46	0.84	4349.42	965.46	0.80	4455.13	917.68	0.74	4248.06	879.46	0.83	4348.14	965.66	0.81	4455.49	917.16	0.78	0.00
26.30	4191.11	874.79	4030.93	855.15	0.89	4083.39	829.54	0.77	4063.69	822.91	0.83	3981.48	829.56	0.83	3911.41	829.05	0.77	4063.75	823.21	0.83	3980.07	830.60	0.78	3910.80	833.94	0.74	4243.27	872.45	0.86	4337.17	959.58	0.81	4450.15	935.78	0.81	4242.91	872.86	0.86	4336.39	960.08	0.78	4450.66	935.86	0.81	0.00
26.32	4180.13	872.57	4015.64	857.13	0.89	4069.18	832.30	0.77	4049.46	824.28	0.85	3967.91	828.60	0.82	3899.75	825.97	0.78	4049.17	824.44	0.85	3967.76	829.32	0.76	3897.26	828.86	0.73	4234.36	865.72	0.86	4328.67	951.90	0.80	4443.65	950.18	0.83	4233.61	865.98	0.85	4328.01	952.29	0.78	4444.16	950.13	0.83	0.00
26.34	4172.74	871.35	4005.21	856.04	0.90	4060.17	832.62	0.78	4038.10	824.00	0.84	3956.88	825.75	0.82	3885.26	819.31	0.78	4038.38	824.01	0.84	3956.18	827.36	0.78	3884.54	825.32	0.74	4227.59	865.29	0.86	4323.12	942.39	0.80	4442.51	963.78	0.83	4227.49	865.74	0.85	4322.91	943.20	0.77	4443.19	964.18	0.83	0.00
26.36	4162.68	869.74	3992.63	855.65	0.89	4048.11	835.31	0.79	4026.45	824.98	0.83	3946.04	824.16	0.80	3875.65	816.96	0.77	4027.53	825.11	0.84	3946.05	823.99	0.77	3874.27	818.41	0.72	4217.92	864.07	0.84	4318.58	930.63	0.74	4426.81	973.05	0.81	4217.60	864.16	0.85	4317.99	930.89	0.74	4427.69	973.62	0.80	0.00
26.38	4151.75	867.08	3982.37	854.59	0.88	4038.59	836.10	0.78	4015.98	824.84	0.83	3935.11	821.79	0.79	3862.91	813.41	0.74	4017.92	826.11	0.84	3935.59	820.64	0.76	3861.83	812.95	0.72	4204.39	861.51	0.88	4310.10	920.00	0.75	4416.07	975.65	0.81	4204.46	861.61	0.89	4309.85	920.42	0.75	4414.90	976.98	0.77	0.00
26.40	4140.72	862.77	3970.00	853.56	0.87	4028.09	835.91	0.78	4004.40	824.16	0.83	3926.79	819.35	0.80	3858.80	809.42	0.75	4004.58	825.20	0.84	3927.20	818.33	0.78	3854.55	807.94	0.75	4191.94	855.98	0.89	4299.71	909.70	0.75	4406.51	973.16	0.81	4192.27	855.73	0.89	4299.85	910.03	0.75	4404.47	973.62	0.77	0.00
26.42	4128.11	860.45	3959.01	852.10	0.86	4017.26	836.60	0.82	3990.73	823.36	0.82	3913.63	818.16	0.79	3849.16	805.34	0.73	3992.92	823.78	0.83	3915.22	816.21	0.77	3843.75	801.70	0.71	4176.40	855.03	0.89	4288.05	902.91	0.78	4399.89	959.59	0.81	4176.46	855.04	0.89	4287.73	903.06	0.76	4398.19	960.39	0.76	0.00
26.44	4117.81	856.91	3946.17	850.08	0.87	4004.56	833.91	0.81	3978.51	820.03	0.84	3900.84	814.05	0.76	3835.56	800.70	0.73	3980.96	820.28	0.85	3901.91	811.80	0.74	3832.49	797.01	0.68	4165.65	853.47	0.90	4281.42	896.55	0.77	4400.17	945.81	0.86	4165.45	853.78	0.90	4281.06	896.90	0.78	4399.13	946.40	0.81	0.00
26.46	4109.83	853.93	3939.89	847.48	0.88	3996.16	831.71	0.81	3970.68	816.02	0.85	3890.73	810.08	0.78	3825.70	797.97	0.72	3971.42	815.98	0.85	3892.04	807.38	0.74	3821.37	793.32	0.70	4156.60	853.57	0.89	4274.49	890.81	0.77	4397.93	929.53	0.86	4156.23	853.75	0.88	4274.74	891.09	0.76	4397.75	930.18	0.82	0.00
26.48	4099.69	850.04	3930.48	840.17	0.87	3984.13	826.11	0.82	3960.21	812.11	0.81	3882.17	806.45	0.78	3816.51	792.22	0.70	3962.30	813.23	0.82	3882.44	808.15	0.76	3811.95	794.99	0.67	4147.48	853.67	0.87	4263.42	885.94	0.78	4391.40	911.54	0.86	4147.26	853.97	0.86	4263.15	886.43	0.76	4391.55	912.41	0.83	0.00
26.50	4089.12	847.79	3923.40	834.89	0.87	3971.61	821.27	0.78	3953.65	807.80	0.82	3869.94	802.75	0.80	3801.47	789.10	0.75	3955.25	808.36	0.83	3871.67	804.64	0.75	3799.23	792.40	0.68	4136.03	856.36	0.87	4256.05	883.43	0.78	4382.78	895.27	0.83	4135.55	857.10	0.86	4255.63	884.16	0.77	4383.35	895.50	0.81	0.00
26.52	4077.51	845.25	3916.74	831.07	0.87	3962.66	813.60	0.78	3943.71	803.14	0.80	3862.34	799.43	0.81	3793.31	790.49	0.75	3945.23	804.18	0.81	3863.26	803.02	0.74	3793.73	794.95	0.72	4121.29	859.42	0.88	4243.18	881.97	0.80	4370.35	879.32	0.84	4121.03	859.95	0.87	4242.69	882.65	0.79	4370.50	879.74	0.82	0.00
26.54	4067.30	845.12	3906.88	826.50	0.84	3956.07	812.57	0.77	3934.05	798.77	0.80	3856.27	799.76	0.80	3786.51	794.30	0.74	3936.40	799.15	0.81	3856.19	799.27	0.75	3786.31	794.76	0.71	4109.08	862.79	0.85	4231.74	882.82	0.82	4356.77	864.97	0.82	4108.67	863.74	0.84	4230.02	883.11	0.79	4356.70	865.41	0.83	0.00
26.56	4062.25	844.70	3902.32	823.57	0.81	3956.02	809.88	0.79	3931.82	795.45	0.81	3851.39	799.65	0.79	3784.11	796.63	0.76	3934.36	795.58	0.82	3851.93	797.51	0.76	3781.41	796.81	0.73	4102.62	864.67	0.84	4223.92	886.38	0.82	4341.18	852.61	0.81	4102.20	865.24	0.82	4223.02	886.61	0.79	4341.06	853.34	0.84	0.00
26.58	4052.28	843.84	3896.96	819.95	0.82	3949.35	805.62	0.79	3926.01	790.86	0.80	3845.55	798.81	0.79	3777.07	797.83	0.77	3928.84	791.55	0.81	3844.75	796.42	0.74	3774.89	798.82	0.74	4090.48	863.90	0.85	4211.34	894.43	0.85	4325.36	842.68	0.79	4090.04	864.48	0.84	4210.70	894.59	0.81	4325.31	843.91	0.81	0.00
26.60	4044.03	843.02	3889.48	819.24	0.86	3941.51	801.19	0.77	3919.42	788.72	0.81	3838.35	796.23	0.81	3771.16	798.57	0.76	3920.97	788.41	0.81	3837.54	796.95	0.77	3770.46	799.70	0.71	4083.24	861.50	0.81	4203.34	902.47	0.84	4305.82	838.11	0.79	4082.49	862.94	0.80	4202.37	903.05	0.80	4305.46	838.64	0.80	0.00
26.62	4035.39	840.84	3880.16	816.70	0.86	3929.31	795.90	0.77	3910.70	785.66	0.82	3829.62	795.00	0.83	3762.51	796.88	0.76	3911.25	785.53	0.83	3829.66	798.09	0.79	3761.66	804.27	0.78	4079.30	855.11	0.83	4193.33	911.46	0.85	4289.83	839.75	0.83	4078.39	856.32	0.83	4192.60	912.59	0.79	4288.83	840.06	0.78	0.00
26.64	4028.72	840.33	3874.38	815.38	0.86	3922.92	793.44	0.75	3908.05	784.80	0.84	3823.18	795.22	0.81	3756.61	796.04	0.77	3908.11	784.87	0.84	3823.70	796.99	0.78	3755.99	803.26	0.77	4074.44	851.61	0.82	4183.35	919.81	0.85	4276.84	843.68	0.84	4073.73	852.01	0.83	4182.70	920.67	0.81	4275.37	843.64	0.80	0.00
26.66	4018.47	840.18	3863.25	817.13	0.88	3909.39	791.18	0.76	3894.54	783.51	0.84	3812.33	793.00	0.82	3744.94	794.61	0.76	3895.34	784.28	0.84	3813.14	797.41	0.79	3744.97	802.10	0.73	4067.68	847.22	0.84	4172.45	926.40	0.80	4266.76	858.20	0.80	4066.67	847.74	0.83	4171.27	927.34	0.78	4265.74	858.10	0.80	0.00
26.68	4010.18	841.96	3853.32	817.27	0.88	3905.45	794.14	0.77	3884.76	784.39	0.84	3803.56	792.16	0.82	3735.65	792.84	0.78	3886.37	784.15	0.84	3803.21	796.35	0.77	3736.13	799.62	0.72	4058.65	844.62	0.84	4158.85	932.61	0.82	4262.35	876.41	0.77	4057.61	844.98	0.83	4157.78	933.00	0.83	4262.49	876.13	0.79	0.00
26.70	4000.91	839.04	3842.09	817.50	0.87	3891.21	793.95	0.77	3871.47	784.12	0.82	3792.83	791.23	0.82	3727.23	790.19	0.78	3871.45	783.80	0.83	3793.62	793.29	0.77	3726.28	795.59	0.72	4053.39	836.45	0.87	4147.32	927.82	0.79	4262.22	894.58	0.72	4052.74	836.84	0.87	4146.59	928.34	0.81	4262.45	894.40	0.76	0.00
26.72	3992.86	836.51	3832.06	818.66	0.89	3886.11	794.82	0.77	3863.29	783.43	0.85	3782.70	790.93	0.82	3715.52	788.10	0.76	3863.11	783.10	0.86	3782.90	791.45	0.77	3712.54	791.40	0.75	4045.65	830.17	0.89	4136.91	919.06	0.80	4251.28	912.53	0.86	4045.06	830.42	0.87	4136.29	920.49	0.78	4251.64	912.63	0.86	0.00
26.74	3982.49	833.63	3818.35	817.66	0.90	3875.14	795.75	0.79	3850.68	785.12	0.84	3771.23	787.81	0.82	3703.69	782.81	0.79	3851.72	784.72	0.84	3770.87	789.61	0.77	3701.49	787.35	0.77	4034.09	823.94	0.89	4128.70	911.03	0.80	4248.06	927.08	0.83	4033.57	824.12	0.88	4129.84	911.89	0.77	4248.28	927.00	0.84	0.00
26.76	3970.30	831.22	3804.83	818.36	0.89	3862.07	797.54	0.79	3835.82	785.69	0.85	3757.52	786.57	0.80	3691.53	781.02	0.74	3837.14	785.31	0.85	3757.81	786.28	0.76	3689.11	781.93	0.73	4020.73	821.69	0.87	4122.35	897.05	0.75	4234.95	937.21	0.81	4020.31	821.70	0.87	4121.76	897.55	0.74	4235.21	937.48	0.80	0.00
26.78	3962.63	829.87	3795.24	817.59	0.88	3853.75	797.03	0.79	3826.68	784.68	0.83	3749.64	784.93	0.80	3683.37	777.45	0.75	3827.66	784.05	0.84	3749.44	783.26	0.77	3679.90	777.05	0.73	4013.52	823.89	0.88	4116.23	886.23	0.76	4223.95	940.78	0.80	4013.69	823.75	0.89	4116.18	886.63	0.75	4223.12	941.92	0.78	0.00
26.80	3950.83	826.26	3783.01	816.12	0.87	3841.23	797.83	0.79	3814.82	784.40	0.85	3738.35	782.52	0.78	3674.87	772.59	0.75	3815.50	783.89	0.85	3738.85	782.18	0.77	3671.61	772.90	0.72	3999.40	819.35	0.89	4108.48	875.53	0.76	4215.87	938.59	0.82	3999.64	819.44	0.90	4108.58	876.08	0.77	4214.79	938.99	0.79	0.00
26.82	3939.77	823.26	3773.12	814.92	0.86	3832.95	798.92	0.80	3805.86	784.11	0.84	3729.88	781.04	0.77	3667.17	771.60	0.76	3807.37	783.62	0.84	3730.62	779.19	0.75	3662.06	766.11	0.73	3985.34	817.36	0.90	4097.23	866.56	0.75	4206.24	924.49	0.79	3985.25	817.62	0.90	4097.53	866.87	0.74	4205.33	924.57	0.76	0.00
26.84	3932.81	820.35	3763.35	811.38	0.86	3822.89	797.25	0.81	3795.07	781.55	0.83	3717.95	778.81	0.77	3653.49	766.87	0.75	3797.28	781.00	0.85	3719.66	774.78	0.74	3650.14	761.95	0.75	3979.67	816.35	0.90	4092.29	861.26	0.76	4211.00	911.36	0.87	3979.53	816.86	0.89	4092.42	861.55	0.76	4210.31	911.87	0.84	0.00
26.86	3921.75	815.45	3753.61	808.77	0.87	3808.40	792.25	0.79	3783.00	776.83	0.85	3704.71	773.77	0.77	3638.86	762.00	0.72	3784.11	776.80	0.85	3705.62	772.30	0.74	3636.40	759.80	0.73	3969.28	813.74	0.89	4083.82	854.05	0.75	4207.19	895.08	0.86	3968.78	814.16	0.87	4083.99	854.43	0.74	4207.15	895.49	0.83	0.00
26.88	3913.46	813.21	3745.83	803.48	0.88	3801.82	789.77	0.81	3775.83	773.26	0.83	3698.72	769.75	0.79	3633.03	757.60	0.73	3778.19	773.21	0.83	3698.22	772.72	0.75	3630.69	760.61	0.69	3959.11	815.21	0.87	4074.77	850.18	0.78	4201.83	877.98	0.88	3958.65	815.60	0.86	4074.80	851.11	0.75	4201.72	878.43	0.85	0.00
26.90	3902.46	810.31	3737.63	798.20	0.86	3789.51	785.00	0.78	3767.58	770.24	0.83	3685.50	766.28	0.79	3620.64	755.85	0.76	3768.79	770.53	0.83	3688.43	768.53	0.76	3618.44	758.94	0.73	3947.86	816.77	0.88	4064.77	845.76	0.80	4194.39	862.15	0.85	3946.82	817.65	0.88	4064.35	846.54	0.78	4195.31	862.58	0.84	0.00
26.92	3890.84	808.49	3729.11	794.72	0.84	3778.09	780.56	0.78	3754.86	764.42	0.79	3678.16	764.23	0.81	3613.54	757.38	0.74	3757.70	766.06	0.80	3678.91	765.10	0.74	3611.09	757.80	0.76	3933.89	819.44	0.86	4053.90	844.27	0.80	4183.97	845.61	0.86	3932.76	820.53	0.86	4055.52	845.13	0.79	4183.62	846.04	0.83	0.00
26.94	3882.37	807.57	3722.40	790.57	0.83	3771.63	775.69	0.78	3748.02	760.28	0.79	3668.92	761.82	0.81	3605.91	757.62	0.76	3750.63	760.24	0.80	3670.30	763.13	0.76	3603.56	759.39	0.77	3923.04	823.78	0.81	4047.43	844.58	0.80	4172.47	832.41	0.85	3922.39	824.62	0.81	4047.67	845.58	0.78	4172.26	833.09	0.83	0.00
26.96	3870.53	807.44	3714.90	786.29	0.78	3763.58	771.59	0.76	3742.13	756.68	0.80	3663.50	762.02	0.78	3599.88	759.98	0.77	3743.89	756.77	0.81	3664.43	761.32	0.75	3596.72	759.82	0.76	3907.32	827.33	0.84	4034.77	849.44	0.83	4155.35	820.12	0.82	3906.78	827.92	0.83	4034.27	849.68	0.80	4155.44	820.77	0.82	0.00
26.98	3862.85	806.48	3707.68	783.23	0.80	3757.32	766.79	0.76	3734.34	751.82	0.80	3656.93	761.25	0.78	3593.78	760.96	0.77	3735.16	751.66	0.80	3656.93	760.50	0.73	3592.43	762.11	0.77	3901.21	827.13	0.86	4023.87	856.69	0.86	4139.23	809.94	0.81	3900.70	827.49	0.85	4023.24	856.89	0.82	4139.29	811.17	0.83	0.00
27.00	3852.62	805.36	3699.26	781.67	0.86	3746.71	764.14	0.76	3723.82	749.18	0.80	3647.26	759.25	0.81	3582.76	761.49	0.74	3725.57	749.07	0.82	3647.71	760.16	0.76	3582.13	764.11	0.77	3891.19	823.46	0.83	4015.60	863.74	0.86	4122.29	803.80	0.82	3890.14	824.47	0.83	4014.82	864.42	0.81	4121.97	804.65	0.83	0.00
27.02	3840.49	803.07	3690.87	779.17	0.85	3734.06	757.03	0.74	3717.77	746.44	0.81	3641.26	757.45	0.79	3574.93	759.26	0.74	3719.10	746.87	0.83	3641.01	761.13	0.76	3574.92	767.06	0.81	3876.32	818.68	0.79	4006.73	872.57	0.87	4106.12	802.82	0.85	3875.23	819.75	0.81	4006.10	873.45	0.82	4105.22	802.79	0.82	0.00
27.04	3834.80	801.42	3683.49	778.13	0.86	3726.20	752.06	0.75	3714.19	745.57	0.82	3632.88	756.26	0.79	3567.38	758.23	0.75	3714.60	746.09	0.83	3634.12	761.24	0.76	3567.94	766.95	0.80	3876.66	813.64	0.80	3995.82	880.55	0.84	4093.78	806.00	0.85	3875.74	814.31	0.82	3994.77	881.74	0.84	4090.64	807.14	0.82	0.00
27.06	3829.82	801.58	3675.67	778.36	0.85	3719.66	752.75	0.75	3706.09	744.34	0.83	3627.52	755.00	0.82	3562.29	756.15	0.77	3706.13	744.68	0.84	3627.97	758.21	0.78	3562.47	764.60	0.75	3878.28	808.68	0.82	3983.62	887.26	0.83	4083.65	820.90	0.84	3877.22	809.28	0.83	3981.78	887.78	0.83	4082.44	820.88	0.83	0.00
27.08	3819.68	802.06	3664.43	779.05	0.87	3710.33	754.37	0.75	3696.01	745.53	0.82	3617.65	755.06	0.80	3550.24	756.80	0.76	3697.35	745.65	0.84	3616.71	756.76	0.76	3549.28	760.12	0.72	3867.83	805.09	0.83	3971.22	889.62	0.82	4078.70	838.44	0.83	3866.89	805.41	0.84	3970.39	890.30	0.84	4078.39	838.26	0.85	0.00
27.10	3813.10	799.49	3654.35	779.31	0.87	3704.48	754.24	0.75	3684.02	744.88	0.82	3604.93	754.37	0.80	3539.26	754.15	0.75	3684.61	744.52	0.84	3605.89	754.57	0.76	3536.37	754.41	0.70	3863.49	797.74	0.86	3961.69	885.46	0.82	4074.77	855.78	0.80	3862.81	798.17	0.87	3961.62	885.81	0.82	4074.57	855.81	0.83	0.00
27.12	3805.91	797.01	3645.04	779.29	0.87	3699.13	755.43	0.76	3677.74	745.09	0.84	3598.02	752.95	0.78	3531.01	749.41	0.74	3679.56	745.95	0.84	3596.95	753.69	0.79	3527.68	751.93	0.74	3856.91	791.46	0.87	3951.10	877.04	0.80	4068.44	872.54	0.85	3856.21	792.00	0.87	3951.17	878.23	0.79	4069.02	872.66	0.87	0.00
27.14	3794.59	795.39	3630.83	780.75	0.88	3687.51	759.70	0.78	3663.85	746.83	0.85	3581.80	751.44	0.79	3516.21	745.35	0.72	3664.67	747.16	0.85	3582.52	751.03	0.77	3513.23	745.86	0.74	3844.67	786.86	0.87	3943.01	867.20	0.79	4063.99	886.15	0.83	3844.12	787.43	0.87	3942.50	867.49	0.79	4064.75	886.62	0.84	0.00
27.16	3784.40	794.48	3619.35	780.49	0.87	3675.91	762.19	0.79	3652.09	748.59	0.85	3572.14	749.51	0.78	3507.45	741.61	0.72	3654.16	748.68	0.86	3573.66	747.77	0.76	3504.72	739.62	0.73	3834.52	787.84	0.88	3935.95	855.72	0.74	4050.08	894.15	0.81	3834.19	787.83	0.88	3935.83	855.88	0.74	4049.75	894.49	0.81	0.00
27.18	3775.46	791.88	3607.76	779.38	0.87	3666.10	762.11	0.80	3640.79	748.76	0.85	3561.25	747.54	0.77	3497.42	736.36	0.71	3641.96	748.60	0.85	3561.78	745.83	0.77	3492.06	735.48	0.70	3825.10	786.18	0.89	3932.20	845.77	0.75	4041.76	896.13	0.83	3825.01	786.12	0.90	3930.05	844.70	0.76	4041.16	896.79	0.82	0.00
27.20	3765.13	787.61	3597.09	777.98	0.87	3655.06	760.85	0.80	3629.41	746.97	0.85	3550.93	743.76	0.77	3484.79	729.15	0.72	3630.46	746.73	0.85	3550.92	744.29	0.78	3480.46	732.33	0.74	3814.38	782.13	0.90	3922.67	834.90	0.73	4032.21	888.90	0.83	3814.32	782.16	0.90	3923.38	834.93	0.75	4030.81	890.22	0.80	0.00
27.22	3755.32	785.26	3586.31	775.95	0.85	3645.58	761.79	0.82	3620.36	746.16	0.84	3540.53	741.22	0.75	3475.05	727.02	0.73	3622.99	746.24	0.86	3541.81	740.31	0.74	3473.48	726.06	0.75	3803.24	781.49	0.90	3913.46	827.52	0.71	4027.51	877.04	0.85	3803.01	781.74	0.90	3914.36	826.95	0.71	4026.74	876.76	0.81	0.00
27.24	3746.73	781.50	3578.22	773.53	0.85	3635.36	759.34	0.82	3610.35	743.45	0.84	3528.62	737.93	0.78	3466.55	724.92	0.73	3612.38	743.39	0.86	3531.72	736.16	0.75	3462.56	721.58	0.73	3794.13	779.67	0.90	3907.69	819.16	0.74	4025.15	862.80	0.85	3793.77	780.30	0.89	3907.87	820.19	0.73	4025.09	863.17	0.83	0.00
27.26	3736.44	778.52	3568.42	768.59	0.86	3623.52	756.94	0.82	3599.84	738.97	0.84	3518.91	734.05	0.79	3456.13	721.96	0.72	3601.07	739.07	0.84	3520.64	733.26	0.76	3453.16	719.49	0.75	3783.07	780.07	0.89	3897.87	814.02	0.76	4022.55	845.01	0.84	3782.67	780.89	0.88	3900.04	814.58	0.76	4022.28	845.42	0.83	0.00
27.28	3728.63	775.98	3560.19	765.17	0.86	3613.33	752.49	0.80	3590.63	736.93	0.82	3513.95	729.87	0.80	3450.41	718.68	0.74	3592.16	737.34	0.83	3513.82	731.94	0.76	3446.85	719.93	0.71	3776.27	781.23	0.88	3891.68	811.41	0.76	4016.64	828.16	0.84	3776.03	781.93	0.87	3891.43	812.45	0.74	4016.50	828.50	0.82	0.00
27.30	3719.54	773.03	3551.80	757.99	0.84	3605.89	746.41	0.80	3582.78	731.77	0.82	3501.10	727.19	0.79	3435.34	716.73	0.74	3585.19	732.47	0.84	3503.68	728.77	0.74	3434.95	718.03	0.71	3765.94	783.25	0.87	3883.30	807.84	0.79	4007.69	813.00	0.83	3765.51	784.91	0.86	3883.20	808.75	0.79	4007.85	813.43	0.81	0.00
27.32	3712.44	772.86	3546.59	753.24	0.85	3600.60	745.22	0.80	3579.75	728.43	0.82	3497.90	725.64	0.80	3430.23	717.17	0.78	3580.38	728.88	0.82	3498.50	726.95	0.77	3428.28	718.13	0.76	3757.04	787.11	0.86	3875.89	806.95	0.77	3998.81	799.33	0.84	3756.25	789.69	0.86	3876.10	807.72	0.77	3997.62	799.72	0.82	0.00
27.34	3701.15	770.75	3538.89	750.66	0.82	3590.64	740.18	0.79	3569.49	723.61	0.81	3489.48	722.37	0.83	3424.07	718.11	0.78	3570.51	725.74	0.81	3489.74	724.85	0.75	3421.97	718.10	0.74	3743.93	788.63	0.85	3863.86	806.81	0.82	3985.57	785.59	0.84	3743.42	790.23	0.85	3863.54	807.56	0.80	3985.25	786.31	0.84	0.00
27.36	3686.55	770.08	3529.65	746.94	0.80	3579.57	737.38	0.78	3558.85	719.58	0.80	3479.80	720.91	0.82	3414.09	719.73	0.78	3560.86	719.82	0.81	3480.68	722.90	0.74	3411.60	718.99	0.75	3725.30	789.28	0.81	3848.75	812.43	0.83	3969.55	774.52	0.84	3724.47	790.26	0.80	3847.86	812.71	0.81	3967.70	775.67	0.83	0.00
27.38	3679.89	769.68	3520.75	742.54	0.81	3572.84	735.03	0.79	3554.85	715.80	0.80	3471.90	719.34	0.81	3402.93	720.34	0.77	3555.52	717.55	0.81	3472.41	723.21	0.78	3402.43	720.34	0.71	3721.97	789.12	0.86	3839.45	819.10	0.84	3952.16	764.88	0.81	3721.38	790.12	0.85	3838.99	819.10	0.81	3951.75	766.41	0.79	0.00
27.40	3671.45	768.70	3513.65	741.07	0.82	3565.03	731.88	0.77	3547.27	713.28	0.80	3464.81	718.31	0.81	3396.22	721.48	0.75	3549.24	714.89	0.81	3465.75	722.99	0.76	3394.32	721.66	0.72	3715.23	785.15	0.85	3828.32	828.08	0.84	3935.70	760.96	0.80	3714.43	786.41	0.84	3827.39	828.19	0.80	3935.42	762.02	0.80	0.00
27.42	3663.98	767.12	3504.96	736.65	0.80	3557.84	729.07	0.78	3540.78	711.17	0.82	3457.67	718.12	0.81	3391.44	719.46	0.77	3540.97	713.31	0.82	3456.67	724.54	0.76	3392.75	726.10	0.80	3710.14	779.41	0.86	3818.85	836.84	0.85	3917.76	761.92	0.84	3709.63	779.89	0.86	3817.81	837.17	0.81	3917.04	762.40	0.81	0.00
27.44	3656.89	766.06	3497.74	738.50	0.82	3550.63	725.43	0.76	3532.75	709.77	0.83	3451.09	717.39	0.81	3385.71	717.78	0.76	3532.84	711.38	0.83	3449.96	723.61	0.75	3386.92	725.59	0.78	3705.34	775.22	0.88	3808.62	843.42	0.84	3905.84	765.79	0.84	3705.01	775.69	0.88	3807.63	843.73	0.82	3904.77	765.61	0.82	0.00
27.46	3648.56	766.64	3489.62	740.98	0.86	3542.09	721.61	0.73	3523.65	709.13	0.83	3443.63	715.47	0.81	3379.99	717.24	0.76	3525.38	709.55	0.84	3443.53	722.19	0.75	3379.48	725.50	0.77	3698.43	773.78	0.89	3797.67	849.20	0.84	3894.86	783.12	0.81	3698.17	774.74	0.87	3796.95	849.78	0.81	3894.05	782.83	0.81	0.00
27.48	3639.67	766.13	3481.10	739.37	0.83	3531.24	717.91	0.76	3516.25	708.82	0.83	3432.08	714.91	0.81	3367.32	713.01	0.78	3516.45	710.35	0.82	3430.13	723.68	0.76	3367.52	722.86	0.82	3693.04	771.12	0.88	3784.84	853.44	0.81	3890.88	799.31	0.82	3692.63	772.02	0.87	3783.40	853.33	0.81	3890.80	799.43	0.81	0.00
