#t	CM_X	CM_Y	0_X	0_Y	0_P	1_X	1_Y	1_P	2_X	2_Y	2_P	3_X	3_Y	3_P	4_X	4_Y	4_P	5_X	5_Y	5_P	6_X	6_Y	6_P	7_X	7_Y	7_P	8_X	8_Y	8_P	9_X	9_Y	9_P	10_X	10_Y	10_P	11_X	11_Y	11_P	12_X	12_Y	12_P	13_X	13_Y	13_P	z_plane
20.22	7515.48	202.81	7418.35	231.02	0.23	7441.41	204.39	0.66	7472.34	218.09	0.67	7502.79	299.47	0.53	7512.03	373.57	0.68	7438.37	220.14	0.55	7464.09	280.51	0.69	7474.07	355.78	0.62	7587.00	127.68	0.62	7557.47	253.71	0.59	7550.71	365.13	0.53	7585.64	127.16	0.69	7509.55	241.00	0.23	7535.48	365.63	0.32	0.00
20.24	7517.91	201.08	7420.14	229.50	0.21	7440.76	205.02	0.65	7471.92	217.49	0.66	7501.96	299.07	0.54	7511.39	372.35	0.68	7438.04	220.50	0.57	7462.68	280.64	0.69	7473.28	354.91	0.61	7587.43	128.44	0.62	7556.95	253.21	0.57	7550.52	364.91	0.56	7585.53	127.69	0.69	7508.74	241.43	0.23	7634.40	291.17	0.40	0.00
20.26	7517.70	201.15	7417.91	230.75	0.21	7440.68	204.69	0.66	7471.95	218.05	0.67	7502.72	299.39	0.53	7512.02	373.64	0.68	7437.81	220.11	0.55	7463.94	280.32	0.69	7474.27	355.60	0.64	7586.40	128.39	0.63	7557.78	253.54	0.58	7550.61	364.77	0.56	7584.89	127.84	0.70	7509.33	241.16	0.23	7636.53	292.45	0.49	0.00
20.28	7518.38	200.74	7422.45	228.97	0.31	7441.73	203.54	0.66	7471.89	217.05	0.68	7501.39	298.51	0.56	7512.00	373.27	0.70	7437.12	220.86	0.63	7462.39	285.62	0.69	7473.08	353.12	0.60	7587.66	128.91	0.58	7555.99	252.52	0.56	7549.93	364.07	0.63	7585.63	127.64	0.68	7508.99	240.91	0.27	7638.23	292.61	0.53	0.00
20.30	7516.15	202.15	7410.52	237.25	0.23	7439.04	205.58	0.67	7470.53	217.51	0.65	7501.39	298.19	0.56	7511.89	373.24	0.71	7437.08	221.44	0.60	7462.60	286.31	0.69	7472.81	353.10	0.61	7585.51	129.26	0.60	7556.93	253.10	0.57	7549.99	364.08	0.62	7583.44	128.46	0.68	7508.83	241.36	0.30	7637.49	292.55	0.47	0.00
20.32	7517.26	202.15	7412.96	237.17	0.24	7441.43	205.31	0.67	7470.94	216.81	0.67	7501.22	297.44	0.57	7511.92	372.94	0.71	7437.50	221.06	0.63	7462.40	286.28	0.69	7473.43	352.82	0.60	7586.70	129.90	0.60	7556.09	252.69	0.59	7550.13	364.08	0.61	7584.66	128.58	0.69	7508.63	241.63	0.28	7636.73	292.35	0.43	0.00
20.34	7517.83	203.01	7419.30	236.05	0.38	7442.67	203.75	0.70	7470.56	216.75	0.68	7500.02	297.88	0.54	7512.10	373.17	0.66	7437.15	219.87	0.69	7462.05	286.75	0.74	7473.70	349.53	0.58	7586.70	134.09	0.70	7553.90	252.34	0.51	7549.45	363.89	0.74	7584.33	133.35	0.73	7509.72	239.58	0.26	7638.04	292.85	0.53	0.00
20.36	7520.68	202.21	7421.87	234.65	0.44	7445.01	202.12	0.70	7472.83	216.87	0.69	7501.11	297.95	0.57	7513.49	373.09	0.67	7437.87	219.31	0.70	7462.73	285.90	0.74	7474.15	350.89	0.59	7588.86	133.83	0.68	7552.10	252.04	0.46	7549.45	363.82	0.73	7586.39	133.12	0.72	7524.90	237.71	0.26	7639.64	293.27	0.57	0.00
20.38	7522.89	200.61	7423.48	234.18	0.43	7447.59	201.54	0.71	7474.89	216.01	0.72	7503.59	298.61	0.57	7515.34	371.82	0.70	7440.52	218.81	0.67	7464.04	284.14	0.74	7475.06	350.23	0.58	7591.13	130.31	0.66	7555.50	251.06	0.40	7550.25	361.85	0.70	7588.75	129.85	0.71	7527.14	237.72	0.32	7637.03	292.45	0.48	0.00
20.40	7518.13	199.01	7422.29	233.24	0.47	7446.55	202.76	0.73	7473.68	216.34	0.69	7503.80	297.70	0.59	7515.69	371.20	0.73	7439.53	219.45	0.70	7464.02	284.55	0.75	7475.44	348.00	0.66	7590.98	129.52	0.64	7508.75	233.01	0.41	7550.45	361.78	0.74	7588.18	129.94	0.68	7523.39	236.05	0.24	7643.04	293.09	0.62	0.00
20.42	7519.86	199.50	7424.18	234.08	0.47	7449.01	201.84	0.73	7476.01	217.05	0.73	7504.08	296.77	0.60	7516.16	372.13	0.71	7440.67	218.57	0.70	7464.75	285.45	0.74	7475.99	349.88	0.65	7592.28	130.58	0.66	7510.98	232.32	0.35	7550.08	362.80	0.75	7589.96	130.46	0.71	7524.36	240.27	0.47	7645.65	294.51	0.65	0.00
20.44	7522.07	201.75	7421.12	234.36	0.42	7447.30	205.18	0.73	7475.53	220.37	0.70	7503.30	297.71	0.62	7516.28	371.01	0.72	7441.16	221.78	0.69	7463.32	286.08	0.76	7475.90	348.64	0.64	7591.49	130.09	0.67	7512.07	236.16	0.45	7550.09	362.32	0.75	7588.90	130.47	0.70	7559.94	251.81	0.25	7646.83	294.96	0.69	0.00
20.46	7520.98	200.47	7424.21	234.42	0.46	7450.19	203.59	0.73	7477.68	220.84	0.73	7505.11	297.79	0.62	7516.57	372.31	0.73	7442.69	219.65	0.69	7465.51	287.07	0.76	7476.61	350.58	0.63	7593.89	130.66	0.66	7512.97	234.00	0.40	7549.75	362.87	0.74	7591.53	130.67	0.71	7523.66	241.84	0.46	7647.48	295.63	0.69	0.00
20.48	7520.74	200.59	7424.18	236.55	0.40	7449.22	204.12	0.73	7477.73	220.83	0.72	7505.81	296.84	0.63	7517.30	372.62	0.72	7445.01	220.34	0.67	7467.54	285.93	0.72	7476.95	351.26	0.63	7593.74	130.63	0.67	7512.26	232.02	0.33	7549.70	362.61	0.73	7591.38	130.65	0.71	7524.23	242.54	0.57	7646.87	295.37	0.67	0.00
20.50	7521.08	200.11	7424.89	236.47	0.37	7450.46	202.91	0.71	7477.84	217.83	0.74	7506.21	297.23	0.66	7516.96	373.06	0.74	7445.62	219.76	0.65	7467.65	285.67	0.71	7477.16	351.63	0.62	7594.43	130.76	0.68	7512.69	230.90	0.32	7549.57	363.02	0.70	7592.01	130.63	0.72	7520.34	241.87	0.64	7647.67	295.74	0.69	0.00
20.52	7518.76	200.50	7401.32	234.63	0.30	7447.60	204.42	0.70	7477.69	217.44	0.72	7506.05	297.04	0.66	7516.89	373.04	0.74	7446.89	220.05	0.63	7468.61	285.40	0.69	7477.18	351.25	0.63	7594.84	130.90	0.69	7512.50	230.64	0.34	7549.32	363.25	0.70	7592.39	131.07	0.72	7518.61	242.30	0.66	7648.53	295.80	0.70	0.00
20.54	7518.98	200.30	7401.35	234.51	0.32	7448.11	203.72	0.71	7478.02	216.62	0.72	7505.95	297.03	0.66	7516.85	372.97	0.74	7446.82	219.33	0.62	7468.97	284.81	0.68	7477.23	350.81	0.61	7595.15	131.12	0.70	7512.24	229.71	0.33	7549.23	363.71	0.73	7592.60	131.44	0.72	7518.69	242.26	0.67	7648.52	295.83	0.70	0.00
20.56	7517.85	201.15	7400.73	236.07	0.26	7446.31	205.40	0.70	7477.22	217.71	0.69	7506.07	296.98	0.64	7516.77	373.05	0.74	7446.23	220.74	0.61	7468.77	285.32	0.68	7477.19	350.03	0.63	7594.61	131.11	0.67	7510.75	233.24	0.36	7549.08	363.61	0.72	7591.96	131.34	0.70	7515.93	242.15	0.66	7647.96	295.65	0.68	0.00
20.58	7523.94	203.38	7417.47	232.56	0.11	7447.58	205.95	0.67	7477.52	217.25	0.69	7506.50	297.16	0.66	7516.58	372.63	0.73	7451.12	220.17	0.59	7469.80	284.96	0.64	7477.85	351.31	0.58	7595.65	132.81	0.66	7556.88	252.40	0.32	7550.22	364.91	0.54	7593.08	132.69	0.70	7517.48	243.34	0.67	7645.93	294.34	0.68	0.00
20.60	7524.94	203.26	7417.25	235.65	0.14	7448.40	205.58	0.69	7477.70	217.11	0.71	7506.87	297.35	0.66	7516.77	372.80	0.73	7451.70	219.57	0.61	7470.14	284.21	0.65	7477.98	351.48	0.58	7597.57	132.25	0.64	7558.07	252.51	0.35	7550.14	364.95	0.56	7594.16	132.32	0.69	7519.08	242.71	0.68	7645.95	294.41	0.68	0.00
20.62	7525.29	203.38	7409.73	238.15	0.19	7450.26	205.45	0.69	7478.54	217.60	0.72	7506.95	297.77	0.66	7516.75	373.15	0.74	7451.94	220.07	0.61	7469.94	285.76	0.67	7477.75	351.20	0.62	7599.25	132.09	0.64	7555.57	251.47	0.32	7549.73	365.05	0.64	7595.19	132.21	0.69	7519.30	242.99	0.66	7649.15	295.62	0.70	0.00
20.64	7525.22	203.94	7410.44	238.37	0.20	7449.52	205.76	0.70	7478.06	218.19	0.72	7507.13	297.86	0.66	7516.72	373.29	0.74	7451.36	220.82	0.62	7469.81	286.27	0.67	7477.84	351.27	0.61	7599.37	133.06	0.65	7557.78	252.29	0.30	7549.68	365.07	0.62	7595.07	133.39	0.69	7519.12	243.21	0.69	7646.03	294.51	0.68	0.00
20.66	7525.69	204.87	7423.48	237.93	0.16	7449.62	206.21	0.70	7478.28	218.95	0.71	7508.11	299.05	0.65	7517.33	374.76	0.74	7452.99	221.09	0.64	7472.14	282.09	0.68	7478.37	354.24	0.67	7595.27	135.09	0.67	7561.06	253.23	0.35	7550.66	364.42	0.67	7592.93	134.77	0.71	7521.63	245.09	0.66	7646.71	295.89	0.69	0.00
20.68	7525.65	204.75	7424.14	239.38	0.19	7449.55	206.30	0.70	7478.30	219.71	0.72	7508.14	299.12	0.65	7517.41	374.86	0.74	7452.05	221.97	0.64	7471.76	283.80	0.68	7478.52	354.46	0.66	7595.07	134.23	0.68	7561.00	253.02	0.35	7550.65	364.53	0.67	7592.82	134.05	0.72	7521.58	244.96	0.67	7646.95	295.87	0.69	0.00
20.70	7527.72	203.71	7447.13	229.55	0.16	7451.21	206.28	0.69	7479.34	217.86	0.72	7507.98	298.03	0.65	7516.71	373.77	0.72	7453.62	220.45	0.65	7471.19	286.20	0.67	7478.50	353.82	0.60	7597.35	133.71	0.70	7555.23	252.53	0.40	7550.26	365.24	0.60	7594.52	133.97	0.72	7520.86	242.80	0.65	7646.28	294.31	0.68	0.00
20.72	7526.43	204.40	7424.96	238.68	0.18	7450.35	206.65	0.70	7479.17	219.03	0.71	7508.09	298.08	0.65	7516.77	373.93	0.72	7452.35	221.64	0.65	7471.11	287.31	0.68	7478.49	353.84	0.61	7597.71	133.39	0.70	7558.45	252.73	0.37	7550.22	365.39	0.61	7594.74	133.69	0.72	7521.39	242.83	0.68	7646.36	294.23	0.68	0.00
20.74	7526.33	204.40	7424.24	238.48	0.17	7449.77	207.07	0.70	7478.80	219.27	0.71	7507.88	298.06	0.65	7516.81	374.02	0.73	7451.21	222.15	0.66	7470.91	287.41	0.68	7478.34	353.27	0.62	7598.47	133.15	0.70	7558.24	252.60	0.35	7550.16	365.28	0.62	7595.20	133.53	0.72	7520.61	242.66	0.67	7646.39	294.33	0.69	0.00
20.76	7526.52	204.48	7424.22	239.12	0.20	7449.65	206.95	0.70	7478.69	219.41	0.70	7507.64	298.41	0.65	7516.90	374.16	0.73	7450.77	222.35	0.65	7470.60	287.63	0.69	7478.29	353.14	0.62	7598.55	133.42	0.69	7560.58	251.76	0.30	7550.20	365.01	0.64	7595.32	133.76	0.72	7520.58	242.76	0.67	7646.50	295.58	0.69	0.00
20.78	7528.01	203.75	7427.38	237.65	0.19	7450.21	206.75	0.70	7478.81	219.24	0.70	7507.62	297.70	0.65	7516.83	373.63	0.73	7452.06	222.23	0.65	7470.52	287.60	0.69	7478.21	351.27	0.60	7601.17	132.08	0.67	7566.05	252.84	0.36	7550.65	365.62	0.61	7596.61	131.94	0.70	7520.24	242.17	0.67	7645.37	294.12	0.66	0.00
20.80	7526.28	204.60	7423.96	238.02	0.16	7448.46	207.64	0.69	7477.69	219.88	0.67	7507.76	298.08	0.64	7516.83	374.16	0.73	7449.86	222.63	0.65	7470.75	287.65	0.67	7478.42	352.99	0.63	7598.42	133.23	0.66	7564.66	253.08	0.38	7550.19	365.04	0.62	7595.02	133.78	0.70	7518.96	242.42	0.67	7645.29	293.99	0.67	0.00
20.82	7526.11	204.13	7424.00	237.67	0.15	7448.94	207.53	0.69	7478.14	220.12	0.67	7507.67	298.21	0.65	7517.05	374.10	0.73	7450.65	222.61	0.65	7470.75	287.57	0.68	7478.20	352.63	0.64	7597.77	132.19	0.67	7562.50	252.30	0.36	7550.26	364.44	0.65	7594.68	132.80	0.70	7519.42	242.57	0.63	7645.71	294.15	0.68	0.00
20.84	7526.26	203.78	7425.05	237.84	0.17	7448.52	207.01	0.69	7477.29	219.72	0.68	7507.30	297.81	0.65	7517.10	373.75	0.75	7449.87	222.49	0.66	7470.01	287.70	0.68	7477.85	351.19	0.65	7599.07	131.27	0.64	7563.73	253.33	0.41	7550.01	365.28	0.64	7594.93	131.96	0.68	7518.05	242.60	0.63	7645.31	294.08	0.67	0.00
20.86	7526.42	203.53	7425.45	237.45	0.17	7448.70	206.70	0.70	7477.53	219.81	0.68	7507.49	297.75	0.65	7517.19	373.73	0.76	7450.42	222.47	0.65	7470.31	287.68	0.68	7477.85	351.24	0.66	7598.84	130.86	0.64	7564.58	253.49	0.41	7550.08	365.25	0.63	7594.86	131.55	0.68	7518.48	242.51	0.63	7645.08	293.95	0.66	0.00
20.88	7525.65	204.01	7423.38	237.33	0.16	7448.18	206.98	0.69	7477.56	219.77	0.67	7507.53	298.13	0.65	7516.98	374.09	0.74	7450.13	222.35	0.65	7470.43	287.52	0.67	7477.83	352.64	0.67	7597.21	132.30	0.66	7562.84	253.02	0.39	7550.29	364.49	0.66	7594.32	132.78	0.70	7518.78	242.39	0.62	7645.48	294.05	0.68	0.00
20.90	7525.65	205.04	7424.46	238.17	0.17	7448.78	207.14	0.69	7477.62	220.20	0.68	7508.00	298.85	0.64	7517.68	375.08	0.75	7450.66	222.96	0.65	7471.64	286.46	0.67	7478.15	354.14	0.71	7595.42	134.84	0.67	7564.73	253.74	0.41	7550.92	364.02	0.67	7593.04	134.91	0.71	7519.33	242.74	0.62	7646.25	294.14	0.67	0.00
20.92	7526.28	204.49	7437.51	231.60	0.17	7447.77	207.16	0.69	7476.59	220.60	0.68	7507.87	299.51	0.65	7517.61	375.59	0.75	7448.88	223.42	0.66	7471.57	283.64	0.67	7478.40	354.82	0.70	7595.42	134.27	0.62	7566.90	254.93	0.46	7551.18	364.74	0.66	7592.87	133.69	0.70	7517.93	243.72	0.62	7646.56	295.16	0.67	0.00
20.94	7525.77	204.90	7424.33	238.20	0.18	7449.34	206.58	0.69	7478.00	219.97	0.69	7508.05	298.78	0.64	7517.72	375.05	0.76	7451.36	222.97	0.63	7471.69	286.09	0.66	7478.11	353.90	0.71	7595.22	134.90	0.68	7564.70	253.92	0.43	7551.04	363.52	0.67	7592.90	135.02	0.72	7519.69	242.74	0.62	7646.04	294.03	0.67	0.00
20.96	7526.13	204.53	7424.18	237.23	0.15	7448.88	206.97	0.68	7477.67	219.49	0.68	7507.71	298.08	0.65	7517.07	374.14	0.74	7450.76	222.40	0.64	7470.24	287.59	0.67	7477.77	352.72	0.67	7598.06	133.57	0.66	7563.40	253.64	0.42	7550.39	364.19	0.65	7594.68	134.15	0.70	7518.56	242.60	0.62	7645.20	293.99	0.67	0.00
20.98	7525.71	204.98	7424.50	238.32	0.19	7448.94	206.56	0.69	7477.63	220.04	0.69	7508.23	298.80	0.64	7517.92	375.06	0.76	7450.84	222.73	0.64	7471.78	285.39	0.66	7478.28	353.69	0.71	7595.34	135.16	0.68	7564.73	253.83	0.43	7551.14	363.68	0.67	7592.89	135.31	0.72	7519.77	242.67	0.62	7646.14	294.04	0.67	0.00
21.00	7525.90	204.58	7424.09	236.94	0.14	7448.46	207.16	0.68	7477.15	219.62	0.67	7507.70	298.08	0.65	7517.06	374.17	0.74	7450.62	222.28	0.64	7470.06	287.52	0.67	7477.78	352.49	0.68	7597.79	133.58	0.66	7563.67	253.84	0.45	7550.45	364.32	0.65	7594.47	134.17	0.70	7518.15	242.60	0.61	7644.98	293.90	0.67	0.00
21.02	7526.05	205.02	7425.25	237.73	0.16	7449.21	206.91	0.69	7477.95	220.07	0.68	7508.32	298.87	0.64	7518.11	375.07	0.77	7451.88	222.74	0.64	7471.91	286.25	0.66	7478.39	353.76	0.72	7595.66	135.07	0.67	7565.59	253.76	0.43	7551.32	363.65	0.67	7593.19	135.20	0.71	7519.89	242.78	0.61	7645.94	294.01	0.67	0.00
21.04	7527.49	204.43	7441.88	227.88	0.10	7449.23	207.11	0.69	7477.62	218.99	0.68	7508.32	297.89	0.63	7517.72	374.05	0.75	7452.94	221.08	0.64	7470.92	287.29	0.66	7478.21	352.43	0.65	7597.42	135.20	0.66	7565.04	254.46	0.49	7550.92	363.64	0.63	7594.02	135.75	0.70	7520.43	241.81	0.59	7642.35	293.05	0.63	0.00
21.06	7526.81	205.95	7427.33	238.24	0.18	7450.88	206.11	0.69	7479.06	219.66	0.68	7509.81	298.52	0.63	7519.03	374.30	0.76	7455.19	221.21	0.65	7472.77	285.58	0.67	7478.85	352.76	0.66	7595.15	137.58	0.69	7565.87	255.59	0.45	7552.18	364.24	0.63	7592.61	137.74	0.73	7522.57	244.20	0.63	7644.84	293.43	0.66	0.00
21.08	7529.14	205.34	7446.76	230.49	0.14	7452.34	206.08	0.68	7479.42	219.47	0.68	7510.32	298.54	0.64	7517.97	374.67	0.76	7456.37	222.24	0.63	7473.17	286.30	0.67	7478.84	353.41	0.67	7596.05	137.25	0.65	7568.72	255.97	0.50	7551.96	365.51	0.60	7593.12	137.43	0.71	7524.50	243.51	0.61	7643.03	293.15	0.63	0.00
21.10	7527.60	206.09	7427.81	237.20	0.15	7451.32	207.22	0.69	7478.81	219.98	0.69	7509.89	299.33	0.64	7517.78	375.33	0.75	7454.32	222.10	0.64	7472.35	285.16	0.68	7478.76	354.07	0.68	7595.95	136.97	0.64	7570.39	256.28	0.50	7551.68	366.74	0.62	7593.10	136.77	0.71	7523.42	244.46	0.61	7644.22	293.66	0.65	0.00
21.12	7527.69	206.01	7427.35	237.88	0.16	7451.39	206.95	0.69	7478.88	219.96	0.69	7509.89	299.34	0.64	7517.57	375.36	0.75	7454.29	221.85	0.64	7472.42	284.99	0.68	7478.74	354.18	0.67	7596.10	136.91	0.64	7570.34	256.27	0.49	7551.57	366.83	0.62	7593.28	136.64	0.71	7524.00	244.22	0.61	7644.43	293.73	0.65	0.00
21.14	7527.70	205.82	7428.24	237.43	0.15	7451.51	206.24	0.69	7478.83	219.92	0.69	7510.09	299.25	0.64	7517.80	375.18	0.75	7454.50	222.03	0.65	7472.55	284.80	0.68	7478.84	353.99	0.67	7595.93	136.97	0.64	7569.92	256.27	0.50	7551.76	367.05	0.60	7593.09	136.78	0.71	7523.96	244.15	0.61	7644.35	293.64	0.65	0.00
21.16	7529.35	205.33	7446.83	230.55	0.15	7452.86	206.04	0.68	7479.76	219.27	0.69	7510.23	298.58	0.64	7517.83	374.54	0.76	7456.42	222.08	0.63	7472.98	286.66	0.68	7478.84	353.53	0.68	7596.46	137.27	0.66	7566.99	255.88	0.48	7551.67	365.42	0.61	7593.57	137.41	0.72	7525.27	243.48	0.62	7643.40	293.21	0.64	0.00
21.18	7529.22	205.43	7445.61	229.33	0.12	7452.14	206.75	0.68	7479.07	219.68	0.69	7510.14	299.29	0.64	7517.37	375.17	0.74	7455.53	221.65	0.65	7472.46	285.23	0.68	7478.86	354.05	0.66	7596.77	136.85	0.64	7568.47	256.23	0.50	7551.53	367.49	0.60	7593.74	136.99	0.71	7524.71	244.07	0.61	7644.14	293.54	0.64	0.00
21.20	7529.49	204.82	7447.20	230.04	0.17	7452.43	205.21	0.69	7479.22	218.87	0.70	7510.50	298.34	0.64	7517.78	374.09	0.75	7454.83	220.84	0.64	7472.73	283.70	0.68	7479.00	353.06	0.66	7597.84	136.90	0.66	7566.45	255.87	0.51	7552.29	366.52	0.55	7594.28	137.10	0.72	7525.29	243.09	0.65	7640.34	292.24	0.62	0.00
21.22	7524.80	205.15	7383.38	237.32	0.19	7451.16	205.58	0.71	7478.03	219.43	0.72	7510.09	298.74	0.65	7517.63	374.59	0.74	7451.91	219.39	0.63	7472.25	282.92	0.69	7478.92	353.85	0.68	7596.80	136.09	0.66	7569.78	256.02	0.55	7553.16	368.41	0.47	7593.87	135.89	0.73	7524.24	243.50	0.64	7640.60	292.54	0.62	0.00
21.24	7528.95	204.68	7447.83	230.06	0.15	7450.88	206.20	0.70	7479.09	218.75	0.70	7510.50	298.16	0.64	7517.89	374.01	0.75	7453.96	219.70	0.65	7472.94	282.75	0.68	7478.99	353.06	0.67	7597.29	136.06	0.67	7566.33	255.67	0.52	7552.66	366.65	0.52	7594.07	136.14	0.73	7525.00	242.72	0.65	7640.00	292.08	0.62	0.00
21.26	7529.42	204.67	7448.27	229.97	0.16	7451.25	206.09	0.70	7479.69	218.63	0.71	7510.79	298.28	0.64	7518.13	373.99	0.75	7454.30	219.33	0.65	7473.19	282.82	0.68	7479.15	353.07	0.67	7598.33	136.04	0.67	7565.76	255.87	0.50	7552.72	366.45	0.52	7594.76	136.17	0.73	7525.56	242.88	0.66	7640.53	292.13	0.62	0.00
21.28	7528.95	204.84	7448.34	230.20	0.15	7450.89	206.35	0.70	7479.00	218.83	0.70	7510.62	298.18	0.64	7517.99	373.99	0.75	7454.18	219.81	0.64	7473.07	282.60	0.68	7479.03	353.00	0.67	7597.38	136.32	0.68	7565.66	255.82	0.51	7552.74	366.53	0.52	7594.17	136.47	0.73	7524.50	242.72	0.65	7640.62	292.11	0.63	0.00
21.30	7528.26	204.91	7448.12	229.12	0.10	7450.27	206.67	0.69	7479.25	218.74	0.69	7509.99	298.05	0.64	7517.71	374.27	0.75	7454.78	219.58	0.64	7472.37	282.70	0.68	7478.75	353.11	0.69	7596.47	136.34	0.68	7563.96	255.88	0.50	7551.88	366.22	0.57	7593.55	136.60	0.73	7523.10	242.82	0.63	7643.76	293.10	0.65	0.00
21.32	7515.52	203.82	7348.49	224.69	0.51	7448.05	203.94	0.14	7459.17	220.17	0.16	7509.55	295.42	0.63	7517.32	372.31	0.73	7463.86	224.20	0.06	7472.53	270.98	0.51	7477.52	347.64	0.64	7585.43	137.96	0.62	7554.22	254.90	0.68	7553.18	367.60	0.46	7581.69	139.03	0.65	7517.31	238.72	0.26	7642.89	293.04	0.66	0.00
21.34	7530.77	205.74	7449.71	229.19	0.11	7455.60	207.24	0.67	7481.21	218.61	0.70	7510.50	298.32	0.66	7518.06	374.68	0.77	7457.82	220.15	0.65	7473.72	282.01	0.69	7478.54	353.10	0.69	7599.99	137.46	0.67	7558.57	255.45	0.43	7551.76	365.17	0.63	7595.54	137.96	0.70	7526.84	245.47	0.63	7646.75	295.92	0.70	0.00
21.36	7527.23	207.27	7427.94	240.21	0.08	7452.49	209.64	0.67	7480.35	219.52	0.69	7509.46	298.11	0.66	7518.45	374.33	0.77	7455.20	221.09	0.68	7473.99	280.85	0.69	7477.70	351.32	0.72	7598.28	138.92	0.66	7554.21	253.52	0.36	7552.26	365.54	0.68	7594.95	139.44	0.70	7521.45	243.44	0.53	7648.38	296.83	0.72	0.00
21.38	7525.97	206.59	7426.53	239.27	0.09	7450.07	209.01	0.66	7478.64	219.77	0.69	7511.28	299.05	0.64	7519.34	374.75	0.77	7453.60	221.17	0.70	7476.24	280.50	0.68	7477.96	351.97	0.75	7596.22	137.79	0.64	7554.55	251.75	0.25	7552.32	366.34	0.65	7593.35	137.76	0.69	7520.90	244.91	0.57	7650.24	297.21	0.72	0.00
21.40	7523.93	204.44	7446.88	231.32	0.13	7451.49	209.25	0.66	7480.09	219.09	0.71	7516.09	298.32	0.66	7521.76	374.66	0.80	7455.00	222.72	0.69	7478.64	279.71	0.69	7479.48	353.01	0.78	7594.46	136.14	0.63	7513.36	236.72	0.20	7552.85	366.85	0.65	7592.11	136.25	0.69	7521.62	246.75	0.66	7651.92	298.48	0.74	0.00
21.42	7521.28	202.88	7377.29	221.16	0.28	7452.42	205.94	0.66	7480.79	218.37	0.73	7517.00	297.40	0.67	7522.16	375.52	0.80	7453.72	221.57	0.69	7479.29	280.55	0.72	7479.92	355.28	0.78	7599.94	132.15	0.66	7509.80	253.77	0.18	7553.28	367.34	0.48	7596.58	131.45	0.73	7523.98	246.74	0.71	7654.54	299.45	0.74	0.00
21.44	7517.72	204.11	7374.79	227.10	0.49	7448.06	210.65	0.71	7479.80	221.55	0.72	7516.01	299.09	0.66	7521.74	375.22	0.81	7447.37	225.98	0.70	7477.65	283.63	0.70	7479.92	354.85	0.76	7593.47	132.33	0.72	7512.19	242.26	0.35	7553.06	368.30	0.50	7591.28	132.40	0.75	7520.89	248.66	0.64	7655.65	299.72	0.75	0.00
21.46	7513.32	206.08	7372.10	235.00	0.55	7442.07	214.72	0.74	7473.42	223.33	0.67	7515.98	296.43	0.62	7521.84	374.78	0.79	7443.17	228.83	0.67	7477.42	283.99	0.67	7479.40	353.40	0.77	7588.15	131.10	0.71	7504.62	251.84	0.36	7552.30	368.43	0.60	7586.04	131.09	0.73	7520.96	248.29	0.65	7656.56	300.51	0.75	0.00
21.48	7509.00	204.78	7374.01	239.96	0.57	7436.67	212.07	0.75	7465.91	223.19	0.66	7519.76	289.07	0.65	7521.55	374.85	0.79	7438.28	226.02	0.64	7474.72	283.45	0.62	7478.61	351.77	0.77	7580.08	129.83	0.72	7503.89	253.32	0.52	7552.20	367.52	0.69	7577.93	130.11	0.73	7520.91	244.06	0.47	7656.30	299.40	0.77	0.00
21.50	7504.39	204.83	7363.54	245.86	0.61	7431.65	210.60	0.74	7462.16	224.03	0.72	7514.51	290.09	0.60	7518.28	373.80	0.73	7432.41	221.93	0.62	7474.44	282.74	0.62	7478.32	352.75	0.74	7576.62	129.32	0.72	7495.56	253.30	0.49	7551.19	365.13	0.56	7574.15	129.20	0.73	7518.24	248.33	0.62	7654.50	300.00	0.78	0.00
21.52	7501.54	203.76	7362.72	242.30	0.48	7435.41	203.48	0.76	7458.62	222.35	0.80	7505.64	296.31	0.60	7512.08	376.09	0.64	7427.25	214.59	0.65	7467.64	284.02	0.69	7474.92	356.80	0.67	7572.88	129.40	0.74	7488.72	262.80	0.34	7551.38	369.03	0.70	7569.93	129.96	0.72	7503.94	245.88	0.68	7655.87	301.03	0.75	0.00
21.54	7492.63	206.89	7364.56	242.49	0.57	7425.09	205.52	0.79	7449.14	223.36	0.76	7496.36	297.90	0.66	7506.88	375.88	0.64	7421.27	216.40	0.69	7462.84	284.32	0.75	7469.79	360.40	0.65	7563.34	133.29	0.77	7475.98	270.93	0.33	7547.13	373.95	0.40	7560.75	133.51	0.74	7492.07	250.20	0.71	7650.50	299.07	0.75	0.00
21.56	7480.85	207.12	7358.41	242.72	0.66	7410.60	204.41	0.84	7434.76	220.95	0.76	7481.35	296.90	0.63	7491.05	367.57	0.68	7406.97	212.19	0.68	7449.19	280.15	0.71	7459.72	348.25	0.37	7549.67	136.48	0.77	7463.07	268.53	0.37	7544.89	369.28	0.72	7547.09	136.89	0.79	7489.05	251.14	0.59	7649.57	299.05	0.75	0.00
21.58	7471.61	208.97	7346.96	235.67	0.69	7400.18	199.77	0.85	7420.58	219.32	0.81	7465.80	294.74	0.67	7477.92	366.23	0.54	7394.05	207.28	0.62	7432.26	280.96	0.74	7440.40	347.35	0.42	7538.49	145.02	0.80	7446.35	267.66	0.28	7546.19	369.89	0.73	7536.49	144.57	0.82	7500.00	261.57	0.36	7648.03	298.37	0.75	0.00
